Code,Stock,Company,Sector,Market,Price,EPS,ROE,YoY,QoQ,ConQ,TopQ,RYoY,RQoQ,RConQ,RTopQ
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,Financial Services,Main Market,18.560,170.31,8.96,Yes,Yes,No,Yes,Yes,Yes,No,Yes
7161,KERJAYA,KERJAYA PROSPEK GROUP BERHAD,Construction,Main Market,1.080,7.97,8.96,No,No,No,No,No,No,No,No
1155,MAYBANK,MALAYAN BANKING BERHAD,Financial Services,Main Market,8.460,65.77,8.88,No,No,No,No,No,No,No,No
0200,REVENUE,REVENUE GROUP BERHAD,Technology,Ace Market,1.260,1.69,8.87,No,No,No,No,Yes,Yes,No,No
6815,EUPE,EUPE CORPORATION BERHAD,Property,Main Market,0.750,25.55,8.87,No,No,No,Yes,No,No,No,Yes
0188,HLT,HLT GLOBAL BERHAD,Industrial Products & Services,Ace Market,1.150,1.24,8.84,Yes,No,No,No,Yes,Yes,No,Yes
7248,SLP,SLP RESOURCES BERHAD,Industrial Products & Services,Main Market,0.965,5.16,8.82,No,No,Yes,No,No,No,No,No
5200,UOADEV,UOA DEVELOPMENT BHD,Property,Main Market,1.740,22.07,8.72,Yes,No,No,Yes,No,No,No,No
0193,KAB,KEJURUTERAAN ASASTERA BERHAD,Industrial Products & Services,Main Market,1.030,0.70,8.72,No,No,No,No,Yes,No,No,No
5006,STELLA,STELLA HOLDINGS BERHAD,Construction,Main Market,0.800,6.17,8.70,Yes,Yes,No,No,No,No,No,No
0216,SPRING,SPRING ART HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.350,1.47,8.66,No,No,No,No,No,Yes,No,Yes
5878,KPJ,KPJ HEALTHCARE BERHAD,Health Care,Main Market,1.000,3.81,8.65,No,No,No,No,No,No,No,No
3301,HLIND,HONG LEONG INDUSTRIES BERHAD,Consumer Products & Services,Main Market,8.690,47.81,8.63,No,No,No,No,No,No,No,No
0001,SCOMNET,SUPERCOMNET TECHNOLOGIES BERHAD,Industrial Products & Services,Ace Market,2.000,2.92,8.59,Yes,Yes,No,No,Yes,Yes,No,Yes
7204,D&O,D&O GREEN TECHNOLOGIES BERHAD,Technology,Main Market,1.860,2.88,8.59,No,No,No,Yes,Yes,No,No,Yes
7225,PA,P.A. RESOURCES BERHAD,Industrial Products & Services,Main Market,0.175,0.53,8.57,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0018,LAMBO,LAMBO GROUP BERHAD,Technology,Ace Market,0.035,0.56,8.55,Yes,No,No,Yes,No,No,No,No
5819,HLBANK,HONG LEONG BANK BERHAD,Financial Services,Main Market,18.580,116.94,8.53,No,No,No,Yes,Yes,Yes,No,Yes
0012,3A,THREE-A RESOURCES BERHAD,Consumer Products & Services,Main Market,0.920,6.38,8.52,Yes,Yes,No,No,No,No,No,No
7031,AMTEL,AMTEL HOLDINGS BERHAD,Telecommunications & Media,Main Market,1.810,8.21,8.38,Yes,No,No,No,No,No,No,Yes
0065,EFORCE,EXCEL FORCE MSC BERHAD,Technology,Main Market,0.470,1.40,8.21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5032,BIPORT,BINTULU PORT HOLDINGS BERHAD,Transportation & Logistics,Main Market,3.880,24.32,8.16,No,No,No,No,No,No,No,No
5141,DAYANG,DAYANG ENTERPRISE HOLDINGS BERHAD,Energy,Main Market,1.230,11.56,8.14,No,No,No,No,No,No,No,No
0069,VIVOCOM,VIVOCOM INTL HOLDINGS BERHAD,Technology,Ace Market,0.705,0.65,8.13,Yes,No,No,No,Yes,Yes,No,No
1066,RHBBANK,RHB BANK BERHAD,Financial Services,Main Market,5.390,55.23,8.11,No,No,No,No,No,No,No,No
5219,PESTECH,PESTECH INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,0.905,6.65,8.03,No,No,No,No,Yes,Yes,No,No
1961,IOICORP,IOI CORPORATION BERHAD,Plantation,Main Market,4.400,11.61,7.90,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5152,MBL,MUAR BAN LEE GROUP BERHAD,Industrial Products & Services,Main Market,0.610,5.76,7.89,No,No,No,No,Yes,No,No,Yes
7216,KAWAN,KAWAN FOOD BERHAD,Consumer Products & Services,Main Market,1.970,7.37,7.84,Yes,Yes,No,No,Yes,Yes,No,No
5008,HARISON,HARRISONS HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,3.900,36.97,7.80,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0094,INIX,INIX TECHNOLOGIES HOLDINGS BERHAD,Technology,Ace Market,0.325,0.60,7.78,Yes,Yes,No,No,No,No,No,No
7077,KPPROP,KERJAYA PROSPEK PROPERTY BERHAD,Property,Main Market,0.780,13.06,7.78,Yes,Yes,Yes,Yes,Yes,Yes,No,No
0222,OPTIMAX,OPTIMAX HOLDINGS BERHAD,Health Care,Ace Market,0.880,1.76,7.76,No,No,No,Yes,No,No,No,Yes
0196,QES,QES GROUP BERHAD,Industrial Products & Services,Ace Market,0.290,1.00,7.70,Yes,Yes,No,No,No,No,No,No
0108,N2N,N2N CONNECT BERHAD,Technology,Ace Market,0.750,3.68,7.66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5069,BLDPLNT,BLD PLANTATION BHD.,Plantation,Main Market,8.000,48.22,7.62,Yes,Yes,No,Yes,Yes,Yes,No,No
8273,PPHB,PUBLIC PACKAGES HOLDINGS BHD,Industrial Products & Services,Main Market,1.040,10.51,7.56,No,No,No,Yes,No,No,No,No
5066,NTPM,NTPM HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.830,3.16,7.53,Yes,Yes,No,No,Yes,No,No,No
5908,DKSH,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,3.390,31.01,7.50,Yes,No,No,No,No,No,No,No
0219,RL,RESERVOIR LINK ENERGY BHD,Energy,Ace Market,0.510,1.98,7.44,No,No,No,No,No,No,No,Yes
7235,SUPERLN,SUPERLON HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.010,6.23,7.43,Yes,Yes,No,No,No,No,No,No
0023,IFCAMSC,IFCA MSC BERHAD,Technology,Ace Market,0.395,1.41,7.43,No,Yes,No,No,No,No,No,No
0207,MESTRON,MESTRON HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.195,0.59,7.41,Yes,No,No,Yes,No,No,No,Yes
6963,VS,V.S. INDUSTRY BERHAD,Industrial Products & Services,Main Market,2.560,7.11,7.41,No,Yes,No,Yes,No,No,No,No
5289,TECHBND,TECHBOND GROUP BERHAD,Industrial Products & Services,Main Market,1.280,4.50,7.38,Yes,No,No,No,No,No,No,Yes
0212,SDS,SDS GROUP BERHAD,Consumer Products & Services,Ace Market,0.255,1.25,7.38,No,No,No,Yes,No,No,No,No
0209,ISTONE,I-STONE GROUP BERHAD,Technology,Ace Market,0.225,0.44,7.37,No,No,No,No,No,No,No,No
7084,QL,QL RESOURCES BERHAD,Consumer Products & Services,Main Market,5.830,9.87,7.36,Yes,Yes,No,No,Yes,No,No,No
0171,PLABS,PETERLABS HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.235,1.78,7.31,Yes,No,No,No,No,No,No,No
5133,PENERGY,PETRA ENERGY BERHAD,Energy,Main Market,1.130,8.62,7.31,No,No,No,No,No,No,No,No
5983,MBMR,MBM RESOURCES BHD,Consumer Products & Services,Main Market,3.370,32.76,7.30,No,No,No,No,No,No,No,Yes
0090,ELSOFT,ELSOFT RESEARCH BERHAD,Technology,Main Market,0.620,1.17,7.29,No,No,No,No,No,No,No,No
5293,AME,AME ELITE CONSORTIUM BERHAD,Construction,Main Market,2.220,10.85,7.28,No,No,No,No,No,No,No,Yes
7091,UNIMECH,UNIMECH GROUP BERHAD,Industrial Products & Services,Main Market,1.330,13.15,7.26,No,No,No,No,No,No,No,No
6483,KENANGA,KENANGA INVESTMENT BANK BERHAD,Financial Services,Main Market,0.930,9.89,7.22,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5065,ORNA,ORNAPAPER BERHAD,Industrial Products & Services,Main Market,1.600,17.39,7.13,Yes,No,No,No,No,No,No,No
2445,KLK,KUALA LUMPUR KEPONG BERHAD,Plantation,Main Market,24.080,71.47,7.12,Yes,Yes,No,No,Yes,Yes,No,No
7162,ASTINO,ASTINO BERHAD,Industrial Products & Services,Main Market,0.860,10.82,7.12,Yes,Yes,No,Yes,No,No,No,Yes
1996,KRETAM,KRETAM HOLDINGS BERHAD,Plantation,Main Market,0.550,1.95,7.09,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5116,ALAQAR,AL-`AQAR HEALTHCARE REIT,Real Estate Investment Trusts,Main Market,1.350,9.31,7.07,No,No,No,No,No,No,No,No
1899,BKAWAN,BATU KAWAN BERHAD,Plantation,Main Market,17.800,104.44,7.07,Yes,No,No,No,Yes,No,No,No
4588,UMW,UMW HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.460,22.91,7.05,No,No,No,No,No,No,No,No
5131,ZHULIAN,ZHULIAN CORPORATION BERHAD,Consumer Products & Services,Main Market,1.620,9.20,7.03,No,No,No,No,No,No,No,No
5053,OSK,OSK HOLDINGS BERHAD,Property,Main Market,0.880,17.76,7.02,No,No,No,No,No,No,No,No
7229,FAVCO,FAVELLE FAVCO BERHAD,Industrial Products & Services,Main Market,2.200,22.38,7.02,No,No,No,No,No,No,No,No
5134,SAB,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,Main Market,3.880,32.17,7.01,Yes,Yes,No,No,Yes,Yes,No,No
0190,ESAFE,EVERSAFE RUBBER BERHAD,Industrial Products & Services,Ace Market,0.265,1.89,6.89,Yes,No,No,Yes,No,No,No,No
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,Financial Services,Main Market,2.900,28.44,6.87,Yes,No,No,No,Yes,No,No,Yes
0192,INTA,INTA BINA GROUP BERHAD,Construction,Main Market,0.315,1.80,6.86,No,No,No,No,No,No,No,No
5228,ELKDESA,ELK-DESA RESOURCES BERHAD,Financial Services,Main Market,1.440,9.79,6.85,No,No,No,Yes,Yes,No,No,No
7076,CBIP,CB INDUSTRIAL PRODUCT HOLDING BERHAD,Industrial Products & Services,Main Market,1.100,10.01,6.81,Yes,Yes,No,No,Yes,Yes,No,No
0136,GREENYB,GREENYIELD BERHAD,Consumer Products & Services,Main Market,0.190,1.18,6.81,Yes,Yes,No,No,No,No,No,No
3514,MARCO,MARCO HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.125,1.36,6.81,Yes,No,No,No,No,No,No,Yes
5159,YOCB,YOONG ONN CORPORATION BERHAD,Consumer Products & Services,Main Market,0.915,10.25,6.79,No,No,No,No,No,No,No,No
7107,OFI,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.870,5.62,6.78,Yes,Yes,No,No,Yes,Yes,No,No
5436,PERSTIM,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,Industrial Products & Services,Main Market,3.670,28.34,6.76,No,No,No,Yes,No,No,No,No
5285,SIMEPLT,SIME DARBY PLANTATION BERHAD,Plantation,Main Market,5.080,13.32,6.76,Yes,Yes,No,No,Yes,Yes,No,No
0008,WILLOW,WILLOWGLEN MSC BERHAD,Technology,Main Market,0.430,2.30,6.75,No,No,No,No,Yes,Yes,No,No
0186,PTRANS,PERAK TRANSIT BERHAD,Consumer Products & Services,Main Market,0.270,2.09,6.71,Yes,No,No,Yes,No,No,No,Yes
9113,ICONIC,ICONIC WORLDWIDE BERHAD,Consumer Products & Services,Main Market,0.505,2.48,6.71,Yes,No,No,No,Yes,No,No,Yes
5827,OIB,ORIENTAL INTEREST BERHAD,Property,Main Market,1.860,20.21,6.67,No,No,No,No,No,No,No,No
6939,FIAMMA,FIAMMA HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.545,6.90,6.64,Yes,No,No,No,Yes,No,No,Yes
0199,TRIMODE,TRI-MODE SYSTEM (M) BERHAD,Transportation & Logistics,Ace Market,0.505,3.02,6.56,Yes,Yes,No,No,Yes,No,No,No
8443,HIL,HIL INDUSTRIES BERHAD,Industrial Products & Services,Main Market,1.150,7.09,6.50,Yes,No,No,Yes,No,No,No,Yes
7103,SPRITZER,SPRITZER BHD,Consumer Products & Services,Main Market,2.020,13.21,6.46,No,No,No,Yes,No,No,No,No
9881,LSTEEL,LEADER STEEL HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.660,7.30,6.46,Yes,No,No,No,No,No,No,No
5264,MALAKOF,MALAKOFF CORPORATION BERHAD,Utilities,Main Market,0.890,7.03,6.39,Yes,No,No,No,No,No,No,No
7178,YSPSAH,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,Health Care,Main Market,2.300,15.30,6.38,No,No,No,No,Yes,No,No,No
1015,AMBANK,AMMB HOLDINGS BERHAD,Financial Services,Main Market,3.570,40.88,6.37,No,No,No,No,No,No,No,No
6432,APOLLO,APOLLO FOOD HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.790,19.64,6.34,No,Yes,No,No,No,No,No,No
5227,IGBREIT,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.750,6.74,6.31,No,No,No,No,No,No,No,No
2062,HARBOUR,HARBOUR-LINK GROUP BERHAD,Transportation & Logistics,Main Market,0.790,6.75,6.31,Yes,Yes,No,No,No,No,No,No
3298,HEXZA,HEXZA CORPORATION BERHAD,Industrial Products & Services,Main Market,1.190,8.32,6.30,Yes,Yes,No,No,No,No,No,No
7252,TEOSENG,TEO SENG CAPITAL BERHAD,Consumer Products & Services,Main Market,0.910,6.65,6.27,No,No,No,No,No,No,No,No
0197,WEGMANS,WEGMANS HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.330,1.00,6.27,No,No,No,No,Yes,No,No,Yes
6068,PCCS,PCCS GROUP BERHAD,Consumer Products & Services,Main Market,0.460,4.56,6.25,No,No,No,No,No,No,No,No
5010,TONGHER,TONG HERR RESOURCES BERHAD,Industrial Products & Services,Main Market,2.280,19.08,6.22,Yes,Yes,No,No,No,No,No,No
0182,LKL,LKL INTERNATIONAL BERHAD,Health Care,Ace Market,0.880,0.85,6.07,Yes,No,No,No,Yes,No,No,No
6888,AXIATA,AXIATA GROUP BERHAD,Telecommunications & Media,Main Market,3.870,10.40,6.05,Yes,No,No,No,No,No,No,No
5223,MENTIGA,MENTIGA CORPORATION BERHAD,Industrial Products & Services,Main Market,0.540,15.70,5.99,Yes,No,No,No,Yes,Yes,No,No
1171,MBSB,MALAYSIA BUILDING SOCIETY BERHAD,Financial Services,Main Market,0.680,7.59,5.98,Yes,No,No,No,Yes,No,No,No
7249,EWEIN,EWEIN BERHAD,Property,Main Market,0.355,5.43,5.96,No,No,No,No,Yes,No,No,No
0113,MMSV,MMS VENTURES BERHAD,Technology,Main Market,0.660,1.78,5.95,No,No,No,No,No,No,No,No
7034,TGUAN,THONG GUAN INDUSTRIES BERHAD,Industrial Products & Services,Main Market,2.650,19.79,5.94,Yes,Yes,No,No,Yes,No,No,No
7722,ASIABRN,ASIA BRANDS BERHAD,Consumer Products & Services,Main Market,0.655,5.24,5.88,Yes,No,No,Yes,No,No,No,Yes
5291,HPMT,HPMT HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.405,2.16,5.83,No,No,No,No,No,No,No,No
4197,SIME,SIME DARBY BERHAD,Consumer Products & Services,Main Market,2.280,12.57,5.82,No,No,No,No,Yes,No,No,Yes
4065,PPB,PPB GROUP BERHAD,Consumer Products & Services,Main Market,18.620,90.08,5.82,Yes,Yes,No,Yes,No,No,No,No
0120,VIS,VISDYNAMICS HOLDINGS BERHAD,Technology,Ace Market,0.525,1.38,5.74,No,No,No,No,No,No,No,No
8486,LIONPSIM,LION POSIM BERHAD,Industrial Products & Services,Main Market,0.575,14.56,5.73,Yes,Yes,No,No,No,No,No,Yes
5278,RHONEMA,RHONE MA HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.800,3.43,5.72,No,No,No,No,Yes,Yes,No,Yes
5401,TROP,TROPICANA CORPORATION BERHAD,Property,Main Market,0.810,18.90,5.71,Yes,No,No,No,No,No,No,No
5347,TENAGA,TENAGA NASIONAL BHD,Utilities,Main Market,10.780,53.19,5.63,No,No,No,No,No,No,No,No
5681,PETDAG,PETRONAS DAGANGAN BHD,Consumer Products & Services,Main Market,21.240,31.54,5.53,No,No,No,No,No,No,No,No
7140,OKA,OKA CORPORATION BHD,Industrial Products & Services,Main Market,0.675,4.09,5.53,No,No,No,Yes,No,No,No,No
3883,MUDA,MUDA HOLDINGS BERHAD,Industrial Products & Services,Main Market,2.680,19.84,5.51,Yes,Yes,No,No,No,No,No,No
3204,GKENT,GEORGE KENT (MALAYSIA) BERHAD,Construction,Main Market,0.775,5.31,5.51,No,No,No,No,No,No,No,No
5167,TURBO,TURBO-MECH BERHAD,Industrial Products & Services,Main Market,0.775,5.59,5.48,Yes,No,No,No,Yes,Yes,No,No
5012,TAANN,TA ANN HOLDINGS BERHAD,Plantation,Main Market,3.090,18.54,5.47,Yes,Yes,No,Yes,Yes,Yes,No,Yes
6459,MNRB,MNRB HOLDINGS BERHAD,Financial Services,Main Market,1.000,17.80,5.44,Yes,No,No,No,Yes,Yes,No,No
5011,MSNIAGA,MESINIAGA BERHAD,Technology,Main Market,1.250,9.78,5.44,Yes,No,No,No,Yes,No,No,No
6633,LHI,LEONG HUP INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,0.720,2.47,5.38,No,No,No,No,No,No,No,Yes
5271,PECCA,PECCA GROUP BERHAD,Industrial Products & Services,Main Market,1.530,4.72,5.33,No,No,No,Yes,No,No,No,No
1929,CHINTEK,CHIN TECK PLANTATIONS BERHAD,Plantation,Main Market,6.790,39.39,5.29,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5080,POHKONG,POH KONG HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.825,7.55,5.28,Yes,No,No,Yes,No,No,No,No
0053,OSKVI,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,Ace Market,0.525,4.73,5.26,Yes,Yes,No,No,Yes,No,No,No
7227,UMSNGB,UMS-NEIKEN GROUP BERHAD,Industrial Products & Services,Main Market,0.890,6.78,5.26,Yes,No,No,Yes,No,No,No,Yes
7172,PMBTECH,PMB TECHNOLOGY BERHAD,Industrial Products & Services,Main Market,4.300,13.82,5.22,Yes,No,No,No,Yes,No,No,No
7129,ASIAFLE,ASIA FILE CORPORATION BHD,Consumer Products & Services,Main Market,2.050,17.15,5.20,No,No,No,No,No,No,No,No
7214,ARANK,A-RANK BERHAD,Industrial Products & Services,Main Market,0.525,4.24,5.11,No,No,No,No,No,No,No,No
0158,SCC,SCC HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.375,1.54,5.11,No,No,No,No,No,No,No,No
5138,HSPLANT,HAP SENG PLANTATIONS HOLDINGS BERHAD,Plantation,Main Market,1.770,10.56,5.03,Yes,Yes,No,No,Yes,Yes,No,Yes
0187,BCMALL,BCM ALLIANCE BERHAD,Industrial Products & Services,Ace Market,0.265,0.65,5.02,No,No,No,No,No,No,No,No
5035,KNUSFOR,KNUSFORD BERHAD,Industrial Products & Services,Main Market,0.760,11.44,4.99,Yes,No,No,No,No,No,No,No
2291,GENP,GENTING PLANTATIONS BERHAD,Plantation,Main Market,10.100,26.41,4.97,Yes,Yes,No,No,Yes,Yes,No,Yes
5183,PCHEM,PETRONAS CHEMICALS GROUP BERHAD,Industrial Products & Services,Main Market,7.580,18.79,4.96,No,No,No,No,No,No,No,No
7114,DNONCE,D'NONCE TECHNOLOGY BHD,Industrial Products & Services,Main Market,0.515,2.26,4.92,Yes,Yes,No,No,No,Yes,No,No
5230,TUNEPRO,TUNE PROTECT GROUP BERHAD,Financial Services,Main Market,0.425,3.73,4.90,No,No,No,No,No,No,No,No
9997,PENSONI,PENSONIC HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.545,4.43,4.82,Yes,No,No,No,No,No,No,No
3859,MAGNUM,MAGNUM BERHAD,Consumer Products & Services,Main Market,2.200,8.24,4.82,No,No,No,No,No,No,No,No
5211,SUNWAY,SUNWAY BERHAD,Industrial Products & Services,Main Market,1.580,8.20,4.80,No,No,No,No,No,No,No,No
3913,MUIPROP,MUI PROPERTIES BERHAD,Property,Main Market,0.225,1.84,4.71,No,No,No,No,Yes,No,No,No
4324,HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,Energy,Main Market,5.770,33.68,4.70,Yes,Yes,No,Yes,No,No,No,No
5054,TRC,TRC SYNERGY BERHAD,Construction,Main Market,0.390,4.20,4.67,No,Yes,No,No,No,No,No,No
0185,HSSEB,HSS ENGINEERS BERHAD,Industrial Products & Services,Main Market,0.620,2.10,4.67,Yes,Yes,No,Yes,Yes,Yes,No,No
9059,TSH,TSH RESOURCES BERHAD,Plantation,Main Market,1.140,4.67,4.66,Yes,Yes,No,Yes,Yes,No,No,No
0223,SAMAIDEN,SAMAIDEN GROUP BERHAD,Industrial Products & Services,Ace Market,1.430,1.94,4.60,No,No,No,Yes,No,No,No,Yes
4286,SEAL,SEAL INCORPORATED BERHAD,Property,Main Market,0.330,5.87,4.59,Yes,No,No,No,No,No,No,No
7199,KEINHIN,KEIN HING INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,0.555,5.00,4.58,Yes,Yes,No,No,No,No,No,Yes
0024,JAG,JAG BERHAD,Industrial Products & Services,Ace Market,0.245,1.60,4.56,Yes,Yes,No,No,Yes,No,No,Yes
5130,ATRIUM,ATRIUM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.160,5.88,4.56,Yes,Yes,No,No,Yes,Yes,No,Yes
7095,PIE,P.I.E. INDUSTRIAL BERHAD,Industrial Products & Services,Main Market,2.050,5.22,4.54,No,No,No,No,No,No,No,Yes
0172,OCK,OCK GROUP BERHAD,Telecommunications & Media,Main Market,0.440,2.54,4.53,No,No,No,No,No,No,No,No
5220,GLOTEC,GLOBALTEC FORMATION BERHAD,Industrial Products & Services,Main Market,0.430,4.12,4.53,Yes,Yes,No,Yes,No,No,No,No
7202,CSCENIC,CLASSIC SCENIC BERHAD,Consumer Products & Services,Main Market,0.940,3.48,4.52,No,No,No,Yes,No,No,No,No
7228,T7GLOBAL,T7 GLOBAL BERHAD,Energy,Main Market,0.450,1.84,4.50,Yes,Yes,No,No,No,No,No,No
7050,WONG,WONG ENGINEERING CORPORATION BERHAD,Industrial Products & Services,Main Market,0.680,2.76,4.44,No,No,No,No,Yes,Yes,No,Yes
7210,FREIGHT,FREIGHT MANAGEMENT HOLDINGS BERHAD,Transportation & Logistics,Main Market,0.805,4.66,4.44,Yes,Yes,No,Yes,Yes,No,No,Yes
6491,KFIMA,KUMPULAN FIMA BERHAD,Industrial Products & Services,Main Market,1.720,12.42,4.37,No,No,No,Yes,Yes,No,No,No
5398,GAMUDA,GAMUDA BERHAD,Construction,Main Market,3.760,14.79,4.35,No,No,No,No,No,No,No,No
1538,SYMLIFE,SYMPHONY LIFE BERHAD,Property,Main Market,0.585,6.86,4.34,No,No,No,No,No,No,No,Yes
5280,KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.810,4.39,4.34,No,No,No,No,Yes,No,No,No
5191,TAMBUN,TAMBUN INDAH LAND BERHAD,Property,Main Market,0.680,6.35,4.32,No,No,No,No,No,No,No,No
7203,WANGZNG,WANG-ZHENG BERHAD,Consumer Products & Services,Main Market,0.950,5.43,4.31,No,No,No,No,No,No,No,No
1368,EDGENTA,UEM EDGENTA BERHAD,Industrial Products & Services,Main Market,1.910,7.54,4.31,No,No,No,No,No,No,No,No
5088,APEX,APEX EQUITY HOLDINGS BERHAD,Financial Services,Main Market,0.950,6.66,4.30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9369,TGL,TEO GUAN LEE CORPORATION BERHAD,Consumer Products & Services,Main Market,1.040,9.49,4.26,No,No,No,No,No,No,No,No
3557,ECOFIRS,ECOFIRST CONSOLIDATED BHD,Property,Main Market,0.395,1.85,4.21,No,No,No,No,No,No,No,No
5049,CVIEW,COUNTRY VIEW BERHAD,Property,Main Market,1.140,17.38,4.21,No,No,No,No,No,No,No,No
7128,CAMRES,CAM RESOURCES BERHAD,Consumer Products & Services,Main Market,0.345,2.57,4.21,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0078,GDEX,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,Main Market,0.410,0.38,4.19,No,No,No,No,Yes,Yes,Yes,Yes
0105,ASIAPLY,ASIA POLY HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.300,0.79,4.17,Yes,Yes,No,Yes,Yes,No,No,Yes
5269,ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.620,4.50,4.16,No,No,No,No,No,No,No,No
5257,CARIMIN,CARIMIN PETROLEUM BERHAD,Energy,Main Market,0.700,2.99,4.11,No,No,No,No,No,No,No,No
0823EA,PAM-C50,PRINCIPAL FTSE CHINA 50 ETF,ETF-Equity,ETF,1.685,6.55,4.08,No,No,No,No,Yes,No,No,No
0049,OCNCASH,OCEANCASH PACIFIC BERHAD,Consumer Products & Services,Main Market,0.585,1.63,4.05,No,No,No,No,No,No,No,No
0112,MIKROMB,MIKRO MSC BERHAD,Technology,Ace Market,0.210,0.67,4.01,Yes,No,No,No,No,No,No,No
0080,STRAITS,STRAITS INTER LOGISTICS BERHAD,Transportation & Logistics,Ace Market,0.185,0.69,3.95,No,No,No,No,Yes,No,No,No
5127,ARREIT,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.660,5.34,3.94,Yes,No,No,No,No,No,No,No
3905,MULPHA,MULPHA INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,1.300,34.87,3.94,Yes,Yes,No,No,No,No,No,No
5212,PAVREIT,PAVILION REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.630,4.97,3.93,No,No,No,No,No,No,No,No
7006,LATITUD,LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,Main Market,4.100,23.90,3.91,Yes,Yes,No,No,Yes,No,No,Yes
6599,AEON,AEON CO. (M) BHD,Consumer Products & Services,Main Market,1.090,4.57,3.91,No,No,No,No,No,No,No,No
5140,TASCO,TASCO BERHAD,Transportation & Logistics,Main Market,2.770,8.42,3.78,Yes,Yes,No,Yes,Yes,No,No,Yes
5185,AFFIN,AFFIN BANK BERHAD,Financial Services,Main Market,1.850,17.40,3.77,No,No,No,No,Yes,Yes,No,Yes
8478,HWATAI,HWA TAI INDUSTRIES BERHAD,Consumer Products & Services,Main Market,0.370,1.15,3.74,Yes,Yes,No,No,Yes,Yes,No,No
6297,BOXPAK,BOX-PAK (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,1.350,7.50,3.72,Yes,Yes,No,Yes,No,No,No,Yes
5026,MHC,MHC PLANTATIONS BHD,Plantation,Main Market,0.790,4.64,3.71,Yes,No,No,No,Yes,No,No,No
5038,KSL,KSL HOLDINGS BERHAD,Property,Main Market,0.630,11.24,3.71,No,No,No,No,No,No,No,No
6769,JKGLAND,JKG LAND BERHAD,Property,Main Market,0.090,0.78,3.70,Yes,No,No,No,Yes,No,No,No
8605,FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.420,3.48,3.69,No,No,No,No,No,No,No,No
6238,HSL,HOCK SENG LEE BERHAD,Construction,Main Market,0.975,5.58,3.68,No,No,No,No,No,No,No,No
5789,LBS,LBS BINA GROUP BERHAD,Property,Main Market,0.420,3.20,3.67,No,No,No,No,No,No,No,No
